"Name","Translation"
"gudya","गुड़्या"
"gufraan","गुफरान"
"gufran","गुफरान"
"gul","गुल"
"gulabsa","गुलाबसा"
"gulafsa","गुलाफसा"
"gulafsha","गुलाफशा"
"gulafshan","गुलाफशान"
"gulam","गुलाम"
"gulfam","गुलफ़ाम"
"gulfara","गुलफ़ारा"
"gulfasha","गुलफ़शा"
"gulfsal","गुल्फ़सल"
"guljan","गुलजान"
"guljar","गुलजार"
"gulnaj","गुलनाज"
"gulnanj","गुलनांज"
"gulpacha","गुलपाचा"
"gulran","गुलरान"
"gulsha","गुलशा"
"gulshad","गुलशाद"
"gulshafa","गुलशफा"
"gulshan","गुलशन"
"gulshana","गुलशना"
"gulsher","गुलशेर"
"guman","गुमान"
"guni","गुनी"
"gunjan","गुंजन"
"gur","गुरु"
"gurbachan","गुरबचन"
"gurcharan","गुरचरण"
"gurdarshan","गुरदर्शन"
"gurdayal","गुरुदयाल"
"gurdeep","गुरुदीप"
"gurfaan","गुरफ़ान"
"gurjit","गुरुजीत"
"gurlal","गुरुलाल"
"gurmeet","गुरमीत"
"gurmit","गुरमीत"
"gurnam","गुरुनाम"
"gurpreet","गुरुप्रीत"
"gurprit","गुरुप्रीत"
"gursimaran","गुरुसिमरन"
"guru","गुरु"
"gurupreet","गुरुप्रीत"
"guruvachan","गुरुवचन"
"gutam","गुतम"
"gyaan","ज्ञान"
"gyan","ज्ञान"
"gyanender","ज्ञानेन्द्र"
"gyarsi","ज्ञार्सी"
"gytri","ज्ञात्री"
"habib","हबीब"
"habiba","हबीबा"
"hadisha","हदीशा"
"hagami","हगामी"
"haider","हैदर"
"hailena","हेलेना"
"hajari","हजारी"
"hajrat","हजरत"
"hajrati","हजरती"
"hakam","हकम"
"halima","हलीमा"
"haliya","हलिया"
"halkuji","हलकूजी"
"hament","हमेंट"
"hamida","हमीदा"
"hamsiran","हमसीरण"
"haneef","हनीफ"
"hani","हानी"
"hanif","हनीफ"
"hanish","हनीश"
"hanshraj","हंशराज"
"hansraj","हंशराज"
"hanuman","हनुमान"
"harak","हरक"
"hararat","हरारत"
"harbanschauhan","हरबंसचौहान"
"harbhajan","हरभजन"
"harbinder","हरबिंदर"
"harbir","हरबीर"
"hardas","हरदास"
"hardass","हरदास"
"hardeep","हरदीप"
"hardev","हरदेव"
"hare","हरे"
"harees","हरीस"
"harendra","हरेंद्र"
"hari","हरि"
"harib","हरिब"
"harichand","हरिचंद"
"hariesh","हरिएश"
"hariharan","हरिहरन"
"harimohan","हरिमोहन"
"harinarayan","हरिनारायन"
"harinath","हरिनाथ"
"harinder","हरिंदर"
"hariram","हरिराम"
"harish","हरीश"
"harishankar","हरिशंकर"
"harishen","हरिशेन"
"harison","हरिसन"
"harjeet","हरजीत"
"harkesh","हरकेश"
"harman","हरमन"
"harmeet","हरमीत"
"harnam","हरनाम"
"harneet","हरनीत"
"harpal","हरपाल"
"harprasad","हरप्रसाद"
"harpreet","हरप्रीत"
"harprit","हरप्रीत"
"harry","हैरी"
"harsha","हर्ष"
"harshad","हर्षद"
"harshdeep","हर्षदीप"
"harshi","हर्षी"
"harshit","हर्षित"
"harshita","हर्षिता"
"harshmeet","हर्षमीत"
"harun","हरून"
"harvans","हरवंस"
"harvansh","हरवंश"
"harvinder","हरविंदर"
"harvindra","हरविंद्र"
"hasan","हसन"
"hasbul","हसबुल"
"haseen","हसीन"
"haseena","हसीना"
"hashim","हाशिम"
"hasibul","हासिबुल"
"hasibullah","हासिबुल्लाह"
"hasina","हसीना"
"hasir","हासिर"
"heena","हीना"
"heera","हीरा"
"heeralal","हीरालाल"
"hemal","हेमल"
"hemali","हेमलि"
"hemani","हेमानी"
"hemanshu","हेमांशु"
"hemant","हेमंत"
"hemavanti","हेमवंती"
"hemlat","हेमलत"
"hemlata","हेमलता"
"hemleta","हेमलेटा"
"hemraj","हेमराज"
"hemuna","हेमुना"
"hena","हेना"
"hera","हेरा"
"hetal","हेतल"
"hifjul","हिफ्जुल"
"himani","हिमानी"
"himanshi","हिमांशी"
"himanshu","हिमांशु"
"himansu","हिमांसु"
"himashu","हिमाशु"
"himmat","हिम्मत"
"hina","हीना"
"hira","हिरा"
"hiralal","हीरालाल"
"hiramani","हिरमणी"
"hiri","हिरी"
"hisamuddin","हिसामुद्दीन"
"hiten","हितेन"
"hitender","हितेंद्र"
"hitesh","हितेश"
"hom","होम"
"honey","हनी"
"hongsi","होंग्सी"
"hoor","हूर"
"horam","होरम"
"hrithik","ह्रितिक"
"hritik","हृतिक"
"hukam","हुकम"
"hukamchand","हुकमचंद"
"hukma","हुक्मा"
"hukum","हुकुम"
"huma","हुमा"
"humera","हुमेरा"
"husainpreet","हुसैनप्रीत"
"husana","हुसना"
"huseni","हुसैनी"
"husina","हुसैना"
"husnara","हुसनारा"
"husno","हुसनो"
"hussain","हुसैन"
"hyatun","ह्यातुन"
"iarfan","ईरफान"
"ibarhim","इबरहीम"
"ibraham","इब्राहम"
"ibraheem","इब्राहीम"
"iema","ईमा"
"iesha","ईशा"
"ikara","इकरा"
"ikramuddin","इकरामुद्दीन"
"ikramudeen","इकरामुद्दीन"
"ilma","इल्मा"
"ilyas","इलयास"
"imam","इमाम"
"imamuddin","इमामुद्दीन"
"imamudeen","इमामुदीन"
"imran","इमरान"
"imrana","इमराना"
"incee","इंसी"
"inda","इंदा"
"indal","इंडल"
"indara","इंडारा"
"inder","इंदर"
"inderjeet","इंदरजीत"
"inderjit","इंदरजीत"
"indernath","इंद्रनाथ"
"inderpaal","इंद्रपाल"
"indira","इंदिरा"
"indra","इंद्र"
"indraj","इंद्राज"
"indresh","इंद्रेश"
"indrvati","इंद्रवती"
"indta","इंदता"
"insaf","इंसाफ"
"iqarar","इक़रार"
"iqbal","इक़बाल"
"iqra","इक़रा"
"iqram","इक़राम"
"iqrar","इक़रार"
"ira","इरा"
"iram","इराम"
"irfa","इरफ़ा"
"irshad","इरशाद"
"irtu","इरतु"
"ish","इश"
"isha","ईशा"
"ishaan","ईशान"
"ishaanvi","ईशान्वि"
"ishan","इशान"
"ishana","इशन"
"ishani","ईशानी"
"ishanvi","ईशान्वि"
"isharar","ईशारार"
"ishatkar","ईशतकर"
"ishika","ईशिका"
"ishita","ईशिता"
"ishmita","ईश्मिता"
"ishrana","ईशराना"
"ishrat","इशरत"
"ishu","ईशु"
"ishwar","ईश्वर"
"isika","इसिका"
"islam","इस्लाम"
"islamuddin","इस्लामुद्दीन"
"islamudin","इस्लामुदीन"
"isnesh","इसनेश"
"isthar","इस्थार"
"istkhar","इस्तख़ार"
"istyak","इस्त्याक"
"istyara","इस्त्यारा"
"iyer","अय्यर"
"jaanki","जानकी"
"jaanu","जानू"
"jabbar","जब्बार"
"jabir","जबीर"
"jacky","जैकी"
"jacob","जेकब"
"jafar","जफ़र"
"jafrin","जफरिन"
"jag","जग"
"jaga","जगा"
"jagadish","जगदीश"
"jagan","जगन"
"jagannath","जगन्नाथ"
"jagbir","जगबीर"
"jagdamba","जगदम्बा"
"jagdambika","जगदम्बिका"
"jagdeep","जगदीप"
"jagdeesh","जगदीश"
"jagdish","जगदीश"
"jagmal","जगमल"
"jagmohan","जगमोहन"
"jagnath","जगनाथ"
"jagpati","जगपति"
"jagrati","जाग्रति"
"jagrti","जगरति"
"jagruti","जागरूति"
"jagtap","जगताप"
"jagtar","जगतार"
"jagviri","जगवीरी"
"jahagir","जहगीर"
"jahan","जहां"
"jahani","जहानी"
"jahgeer","जहगीर"
"jahid","जाहिद"
"jahirul","जाहिरुल"
"jai","जय"
"jaibir","जयबीर"
"jaichand","जयचंद"
"jaidev","जयदेव"
"jaidul","जयदुल"
"jaiguna","जयगुण"
"jaijairam","जयजयराम"
"jaimala","जयमाला"
"jaimata","जयमाता"
"jain","जैन"
"jaina","जैन"
"jainab","जैनब"
"jainaf","जैनफ"
"jaini","जैनी"
"jainub","जैनुब"
"jaipal","जयपाल"
"jaiprkesh","जयप्रकेश"
"jairam","जयराम"
"jaishmin","जैश्मिन"
"jaisigh","जैसिघ"
"jaismeen","जैस्मीन"
"jaiveer","जैवीर"
"jaivind","जैविंद"
"jakh","जाख"
"jakir","जाकिर"
"jalmi","जाल्मी"
"jalsingh","जलसिंह"
"jamaal","जमाल"
"jamadar","जमादार"
"jamal","जमाल"
"jamee","जमी"
"jameela","जमीला"
"jameer","जमीर"
"jamila","जमीला"
"jamir","जमीर"
"jamna","जमना"
"jamnaa","जमना"
"jamshed","जमशेद"
"jamuna","जमुना"
"janak","जनक"
"janam","जनम"
"janesh","जनेश"
"jang","जंग"
"janki","जानकी"
"jankidas","जनकिदास"
"janmesh","जनमेश"
"janta","जनता"
"jantarpal","जंतर्पाल"
"januka","जनुका"
"janvi","जन्वी"
"japneet","जपनीत"
"jaquir","जाकिर"
"jareena","जरीना"
"jarif","जरीफ"
"jarim","जरीम"
"jarnail","जरनेल"
"jasbir","जसबीर"
"jashgul","जशगुल"
"jashinal","जाशिनल"
"jasim","जासिम"
"jasina","जसिना"
"jaskaran","जसकरन"
"jaskirat","जसकिरत"
"jasleen","जसलीन"
"jaslin","जसलीन"
"jasmeet","जसमीत"
"jasmen","जस्मेन"
"jasmina","जसमिना"
"jasoda","जसोदा"
"jaspal","जसपाल"
"jassi","जस्सी"
"jasveen","जसवीन"
"jat","जट"
"jatan","जटन"
"jatin","जतिन"
"jatinder","जटिन्द्र"
"javed","जावेद"
"javid","जाविद"
"javitri","जवित्री"
"jay","जय"
"jaya","जया"
"jayantadass","जयंतदास"
"jayanti","जयंती"
"jayda","जायदा"
"jaydurga","जयदुर्गा"
"jayesh","जयेश"
"jaynarayan","जयनारायण"
"jayoti","जयोति"
"jayotli","जयोत्ली"
"jayshing","जयशिंग"
"jayuti","जयुती"
"jebi","जेबी"
"jeenat","जीनत"
"jeeren","जीरेन"
"jeeshan","जीशान"
"jeet","जीत"
"jeete","जीते"
"jeetu","जीतू"
"jeevan","जीवन"
"jenab","जेनाब"
"jenifer","जेनिफर"
"jenny","जेनी"
"jeta","जेटा"
"jetender","जेटेंडर"
"jethalal","जेठालाल"
"jgdish","जेजीडीआईएसएच"
"jhaban","झाबन"
"jhagdoo","झगड़ू"
"jhakar","झाकर"
"jhalla","झल्ला"
"jhanjhariya","झांझरिया"
"jhora","झोरा"
"jhoti","झोटी"
"jhuhi","झूही"
"jhuma","झूमा"
"jhumki","झुमकी"
"jhunna","झुन्ना"
"jhunnu","झुन्नू"
"jibanti","जिबंती"
"jile","जिले"
"jimi","जिमी"
"jimmi","जिम्मी"
"jina","जीना"
"jinat","जीनात"
"jincy","जिन्सी"
"jioty","जियोटी"
"jisaan","जिसान"
"jisan","जिसान"
"jishan","जिशान"
"jishant","जिशांत"
"jisu","जीसु"
"jit","जीत"
"jitan","जीतन"
"jitender","जीतेंदर"
"jitendr","जीतेंद्र"
"jitendra","जीतेंद्र"
"jitesh","जितेश"
"jittender","जितेंदर"
"jitu","जीतू"
"jiya","जिया"
"jiyaul","जियाउल"
"job","जॉब"
"jockyipai","जोकीपाई"
"jodhi","जोधी"
"jogender","जोगेंदर"
"joginder","जोगिंदर"
"joholal","जोहोलाल"
"joity","जोइटी"
"jon","जोन"
"joni","जोनी"
"joohi","जूही"
"joria","जोरिया"
"jorj","जॉर्ज"
"joshi","जोशी"
"joshna","जोश्ना"
"jot","जोट"
"jotyi","जोत्यी"
"joy","जॉय"
"joyaa","जोया"
"joyate","जोयेट"
"joycee","जॉयसी"
"joydeep","जयदीप"
"joyti","जोयती"
"jubaira","जुबैरा"
"jubeda","जुबेदा"
"jugal","जुगल"
"jugan","जुगन"
"jugani","जुगनी"
"jugender","जगेंदर"
"juhi","जूही"
"julee","जूली"
"julekha","जुलेखा"
"julfi","जुल्फी"
"julficar","जुल्फिकर"
"juli","जूली"
"jumman","जुम्मान"
"jumrati","जुमरती"
"juneb","जुनेब"
"junna","जुन्ना"
"justin","जस्टिन"
"jyoti","ज्योति"
"jyotika","ज्योतिका"
"jyotsana","ज्योत्सना"
"kaamini","कामिनी"
"kaarti","कार्ति"
"kabid","कबीद"
"kabir","कबीर"
"kabita","कविता"
"kabul","काबुल"
"kadambari","कादम्बरी"
"kadir","कादिर"
"kafia","काफिया"
"kaif","कैफ"
"kaifiya","कैफिया"
"kailash","कैलाश"
"kailashi","कैलाशी"
"kailesh","कैलेश"
"kaishav","कैशव"
"kajar","काजर"
"kajol","काजोल"
"kajul","काजुल"
"kalan","कलान"
"kalashi","कलशी"
"kalayan","कलयान"
"kaleem","कलीम"
"kaleram","कलेराम"
"kalesh","कलेश"
"kali","काली"
"kalicharan","कालीचरण"
"kalla","कल्ला"
"kallo","कल्लो"
"kallu","कल्लु"
"kalma","कल्मा"
"kaloo","कल्लू"
"kalpadma","कल्पद्मा"
"kalpana","कल्पना"
"kalpesh","कल्पेश"
"kalu","कालू"
"kalua","कलुआ"
"kaluram","कालूराम"
"kalusingh","कालूसिंह"
"kalyani","कल्याणी"
"kamakshi","कामाक्षि"
"kamakshya","कामाक्ष्या"
"kamala","कमला"
"kamaldeep","कमलदीप"
"kamaljeet","कमलजीत"
"kamalkishore","कमलकिशोर"
"kamana","कमना"
"kamar","कामर"
"kamesh","कामेश"
"kamjeet","कामजीत"
"kamlesh","कमलेश"
"kamna","कामना"
"kamni","कामनी"
"kamraan","कामरान"
"kamre","कमरे"
"kamreen","कामरीन"
"kamruddin","कामरुद्दीन"
"kamrulnisha","कामरुलनिशा"
"kamta","कम्ता"
"kanahiya","कन्हैया"
"kanak","कनक"
"kanchan","कंचन"
"kanchi","कांची"
"kanchn","कांचन"
"kanda","कांडा"
"kangana","कंगना"
"kanha","कान्हा"
"kanhaiyalal","कन्हैयालाल"
"kanheya","कन्हेया"
"kanhiya","कन्हैया"
"kanika","कनिका"
"kanishakraj","कनिष्कराज"
"kanishk","कनिष्क"
"kanisk","कनिस्क"
"kanki","कांकी"
"kanku","कांकू"
"kanok","कनोक"
"kanta","कांता"
"kanti","कांती"
"kantil","कांतिल"
"kapadia","कपाड़िया"
"kapadiya","कपड़िय"
"kapiil","कपील"
"kapil","कपिल"
"kapoor","कपूर"
"kaptan","कप्तान"
"karamvir","करमवीर"
"karandeep","करंदीप"
"karanveer","करनवीर"
"kareena","करीना"
"kareshan","करेशन"
"karim","करीम"
"karina","करीना"
"karishama","करिशमा"
"karishma","करिश्मा"
"karisma","करिस्मा"
"karmi","कर्मी"
"karmveer","कर्मवीर"
"karshana","कर्षणा"
"kartar","कर्तार"
"kartik","कार्तिक"
"kashi","काशी"
"kashiram","काशीराम"
"kashis","काशीस"
"kashish","काशिश"
"kashmir","कश्मीर"
"kasid","कासिद"
"kasish","कासिश"
"kastoori","कस्तूरी"
"kasumbi","कसुम्बी"
"katyayani","कात्यायनी"
"kausal","कौसल"
"kaushal","कौशल"
"kaushaliya","कौशलिया"
"kaushik","कौशिक"
"kauslender","कौसलेंडर"
"kauva","कौवा"
"kaval","कवल"
"kavilash","कवीलाश"
"kavit","कवित"
"kavita","कविता"
"kavya","काव्या"
"kedarnath","केदारनाथ"
"kehkasha","केहकाशा"
"kela","केला"
"kelama","केलामा"
"keli","केली"
"kesar","केसर"
"kesav","केसव"
"kesavi","केसवी"
"kesha","केशा"
"keshanti","केशांति"
"keshar","केशर"
"keshav","केशव"
"keshave","केशवे"
"keshram","केश्राम"
"kesnata","केस्नाता"
"keta","केता"
"ketan","केतन"
"keval","केवल"
"khadak","खडक"
"khairu","खैरु"
"khalid","खालिद"
"khalil","खलील"
"khamchand","खामचंद"
"khangara","खंगारा"
"khasbhoo","खसभू"
"khashbu","खशबू"
"khasti","खस्ती"
"khemchand","खेमचंद"
"kherul","खेरूल"
"khima","खीमा"
"khokan","खोकन"
"khooshboo","खुशबू"
"khshbu","खुशबू"
"khubchand","खुबचंद"
"khubhu","खुभू"
"khubi","खुबी"
"khuma","खुमा"
"khumlo","खुम्लो"
"khursheed","खुर्शीद"
"khurshid","खुर्शीद"
"khurshida","खुर्शिदा"
"khursid","खुर्सिद"
"khusbhoo","खुशबू"
"khusbhu","खुशबू"
"khusboo","खुशबू"
"khush","खुश"
"khushal","खुशल"
"khushbhu","खुशबू"
"khushboo","खुशबू"
"khushi","खुशी"
"khushnasiba","खुशनसीबा"
"kimat","कीमत"
"kimmi","किम्मी"
"kingkar","किंगकार"
"kiniya","किनिया"
"kinshuk","किंशुक"
"kinya","किन्या"
"kiran","किरण"
"kirann","किरण"
"kiranti","किरंति"
"kiriti","किरिति"
"kirodimal","किरोदिमल"
"kirpa","किर्पा"
"kirshanpal","किर्शनपाल"
"kirshn","कृष्ण"
"kirti","कीर्ति"
"kisan","किसान"
"kishan","किशन"
"kishana","किशना"
"kishmat","किश्मत"
"kishn","किशन"
"kishnaram","किशनाराम"
"kishor","किशोर"
"kismat","किस्मत"
"kismti","किस्मती"
"kisori","किसोरी"
"kitti","किट्टी"
"klash","क्लश"
"km0","केएम0"
"kmles","केएमलेस"
"kmo","केएमओ"
"knheyalal","कृष्णलाल"
"kohinoor","कोहिनूर"
"koilu","कोईलू"
"komal","कोमल"
"konika","कोनिका"
"konti","कोंटी"
"kooki","कूकी"
"kosaleya","कोसलेया"
"kosalya","कोसल्या"
"kosar","कोसर"
"koshal","कोशल"
"koshalya","कोशल्या"
"koslya","कोशल्या"
"kosylaya","कोशल्या"
"kouchu","कौचू"
"koyal","कोयल"
"koyali","कोयली"
"kranti","क्रांति"
"kripal","कृपाल"
"kripya","कृपया"
"krisana","कृष्णा"
"krish","कृष"
"krishan","कृष्ण"
"krishana","कृष्णा"
"krishen","कृषेन"
"krishma","कृष्मा"
"krishn","कृष्ण"
"krishna","कृष्ण"
"krishnal","कृष्णल"
"kriti","कृति"
"kritika","कृतिका"
"kudtusu","कुद्तुसु"
"kulbhushan","कुलभूषण"
"kulbir","कुलबीर"
"kulina","कुलिना"
"kulsum","कुलसुम"
"kumail","कुमैल"
"kumara","कुमारा"
"kumarage","कुमारागे"
"kumare","कुमारे"
"kumod","कुमोद"
"kumresh","कुमरेश"
"kumud","कुमुद"
"kunal","कुणाल"
"kunda","कुंडा"
"kundan","कुंदन"
"kundin","कुंडिन"
"kunj","कुंज"
"kunti","कुंती"
"kuparth","कूपर्थ"
"kureja","कुरेजा"
"kush","कुश"
"kushagra","कुशाग्र"
"kushal","कुशल"
"kushamvir","कुशंवीर"
"kushbu","कुशबू"
"kushi","कुशी"
"kushma","कुश्मा"
"kushmi","कुश्मि"
"kushmita","कुश्मिता"
"kushum","कुशुम"
"kushumavati","कुशुमावती"
"kusuma","कुसुम"
"kusumakar","कुसुमाकर"
"kusumlata","कुसुमलता"
"lad","लाद"
"ladakunvar","लडकुंवर"
"laddha","लड्डा"
"ladli","लाडली"
"lahida","लहिड़ा"
"laja","लाजा"
"lajjavati","लज्जावती"
"lakh","लाख"
"lakhan","लखन"
"lakhe","लाखे"
"lakhi","लाखी"
"lakhmi","लाख्मी"
"lakhraj","लाखराज"
"lakhu","लाखू"
"lakhya","लाख्या"
"lakky","लाकी"
"lakshay","लक्षय"
"lakshaya","लक्षया"
"lakshit","लक्षित"
"lakshman","लक्ष्मण"
"lakshmanan","लक्ष्मनन"
"lakshmi","लक्ष्मी"
"lakshmipriya","लक्ष्मीप्रिया"
"lakshy","लक्ष्य"
"lakshya","लक्ष्या"
"lala","लाला"
"lalan","लालन"
"lalaram","लालाराम"
"laldhari","लालधारी"
"lali","लाली"
"lalit","ललित"
"lalitendra","ललितेंद्र"
"laliya","ललिया"
"lallu","लल्लू"
"lalmuni","लालमुनि"
"laltes","लल्तेश"
"laltia","लालतिया"
"lalu","लालू"
"lalutha","ललुथा"
"lamani","लामानी"
"lamba","लाम्बा"
"lambhu","लम्भू"
"lashma","लाश्मा"
"lateef","लतीफ"
"lav","लव"
"lavanya","लावण्या"
"lave","लावे"
"lavi","लावी"
"lavli","लावली"
"lavpreet","लवप्रीत"
"lavtar","लवतार"
"laxmi","लक्ष्मी"
"layba","लैबा"
"leela","लीला"
"leelu","लीलू"
"leena","लीना"
"lekhram","लेखराम"
"leo","लेओ"
"libin","लिबिन"
"lila","लीला"
"lilabai","लिलाबाई"
"liladevi","लीलादेवी"
"lilaki","लिलाकी"
"lilima","लिलिमा"
"lilu","लीलू"
"limca","लिमका"
"lisha","लिशा"
"liveri","लिवेरी"
"liyakat","लियाकत"
"lok","लोक"
"lokender","लोकेन्द्र"
"lokendra","लोकेन्द्र"
"lokesh","लोकेश"
"lokindra","लोकिंद्र"
"long","लॉंग"
"love","लव"
"lovly","लवली"
"lta","एलटीए"
"lucki","लक्की"
"lukkad","लुक्कड़"
"lushi","लुशी"
"luv","लव"
"maahi","माही"
"maalti","मालती"
"maan","मान"
"maanmati","मानमती"
"maansingh","मानसिंह"
"maaya","माया"
"mabiya","माबिया"
"machhala","मछला"
"madam","मैडम"
"madan","मदन"
"madhavan","मधुवन"
"madhavi","माधवी"
"madhu","मधु"
"madhubala","मधुबाला"
"madhukar","मधुकर"
"madhumita","मधुमिता"
"madhur","मधुर"
"madhuri","माधुरी"
"madhusudan","मधुसूदन"
"madhvi","माधवी"
"magat","मगत"
"mager","मागर"
"maha","महा"
"mahajan","महाजन"
"mahak","महक"
"mahammd","मुहम्मद"
"mahaveer","महावीर"
"mahavir","महावीर"
"mahbir","महबीर"
"mahboob","महबूब"
"mahendar","महेंद्र"
"mahender","महेंद्र"
"mahendra","महेंद्र"
"maheshar","महेश्वर"
"mahfooj","महफूज"
"mahi","माही"
"mahinder","महिन्दर"
"mahindra","महिन्द्र"
"mahinudin","महीनुदीन"
"mahjabi","महजबी"
"mahkar","माहकर"
"mahmun","महमुन"
"mahnatha","महनाथा"
"mahroj","महरोज"
"mahrul","महरूल"
"mahtab","महताब"
"mahud","महूद"
"mahveer","महावीर"
"mahvish","महविश"
"maigo","माइगो"
"maina","मैना"
"mainka","मैंका"
"mairi","मैरी"
"majid","मजीद"
"majida","मजीदा"
"majidunisha","मजीदुनिशा"
"majnu","मजनू"
"majoo","माजू"
"majrula","माजरुला"
"makan","मकान"
"makbul","मकबूल"
"makhan","मखान"
"makrud","मकरूद"
"maksud","मकसूद"
"mala","माला"
"malchand","मालचंद"
"mali","माली"
"malika","मलिका"
"malkeet","मलकीत"
"malkiat","मलकियत"
"mallik","मल्लिक"
"mallo","माल्लो"
"malvika","मालविका"
"mam","माम"
"mamanbai","मामानबाई"
"mamchand","मामचंद"
"mamini","मामीनी"
"mamita","मामिता"
"mammta","मामता"
"mamoita","मामोइता"
"mamraj","मामराज"
"mamt","माम्त"
"mamtha","मामथा"
"mamuna","मामूना"
"mamuni","मामूनी"
"man","मन"
"manali","मनाली"
"manav","मानव"
"manbai","मनबाई"
"manbhar","मनभर"
"manbhari","मनभरी"
"manchan","मनचन"
"manda","मंडा"
"mandeep","मंदीप"
"mandi","मंडी"
"mandira","मंदिरा"
"mandothi","मंदोथी"
"mandu","मंदू"
"mandvi","मांडवी"
"maneesh","मनीष"
"maneesha","मनीषा"
"manesh","मनेश"
"manfool","मनफूल"
"manful","मनफुल"
"mangal","मंगल"
"mangala","मंगला"
"mangelal","मंगेलाल"
"mangeram","मंगेराम"
"mangla","मंगला"
"manglesh","मंगलेश"
"mangol","मंगोल"
"mangta","मंगता"
"mangubai","मंगूबाई"
"mani","मनी"
"manikchand","मणिकचंद"
"manimegla","मणिमेगला"
"maninder","मनिंदर"
"manira","मनीरा"
"manisa","मनीसा"
"manisha","मनीषा"
"manjinder","मंजिंदर"
"manjit","मंजीत"
"manjoo","मंजू"
"manju","मंजू"
"manjusha","मंजूषा"
"manka","मंका"
"manlisa","मनलिसा"
"manmeet","मनमीत"
"manmohan","मनमोहन"
"manni","मन्नी"
"manno","मन्नो"
"mannu","मन्नू"
"mannulal","मन्नूलाल"
"manoish","मनोईश"
"manoj","मनोज"
"manojkumar","मनोजकुमार"
"manorma","मनोरमा"
"manormapal","मनोरमपाल"
"manosh","मनोष"
"manphool","मनफूल"
"manpreet","मनप्रीत"
"manpritkour","मनप्रीतकौर"
"mansa","मंसा"
"mansavi","मनसवी"
"mansharam","मंशरम"
"manshi","मंशी"
"mansoor","मन्सूर"
"mansur","मंसूर"
"mantasha","मंताशा"
"manti","मंती"
"mantosh","मंतोष"
"mantu","मंतु"
"manu","मनु"
"manush","मानुष"
"manvendra","मन्वेंद्र"
"manvi","मनवी"
"manvir","मनवीर"
"maqsood","मक़सूद"
"mariam","मरियम"
"marium","मारियम"
"mariya","मारिया"
"marjana","मार्जाना"
"marshilah","मार्शिलाह"
"marti","मार्टी"
"maryana","मार्याना"
"masheen","मशीन"
"mashli","माशली"
"mastan","मस्तान"
"master","मास्टर"
"masum","मसूम"
"masuma","मसूमा"
"matbar","मतबर"
"mathura","मथुरा"
"matul","मातुल"
"maujim","मौजिम"
"mausam","मौसम"
"maushid","मौशिद"
"maya","माया"
"mayak","मायक"
"mayur","मयूर"
"mayuri","मयूरी"
"meela","मीला"
"meenakashi","मीनाकशी"
"meenakshi","मीनाक्षी"
"meenu","मीनू"
"meer","मीर"
"meera","मीरा"
"meesh","मीश"
"meeta","मीता"
"meetu","मीतू"
"mega","मेघा"
"megh","मेघ"
"meghana","मेघना"
"meghanath","मेघनाथ"
"megharaj","मेघराज"
"megharam","मेघराम"
"meghashayam","मेघशयाम"
"mehak","मेहक"
"mehandi","मेहंदी"
"mehar","मेहर"
"meharuddin","मेहरुद्दीन"
"mehbob","मेहबूब"
"mehboob","मेहबूब"
"mehinder","मेहिंदर"
"mehnaj","मेहनाज"
"mehraj","मेहराज"
"mehronisha","मेहरोनिशा"
"mehruddin","मेहरुद्दीन"
"mehrunisha","मेहरुनिशा"
"mehtab","मेहताब"
"mehvish","मेहविश"
"mem","मेम"
"mema","मेमा"
"mena","मेना"
"menakshi","मेनाक्षी"
"menpal","मेनपाल"
"menu","मेनू"
"mercy","मर्सी"
"mero","मेरो"
"meti","मेटी"
"metily","मेटिली"
"meva","मेवा"
"mhega","महेगा"
"mhendar","महेंदर"
"mho","एमएचओ"
"midda","मिड्डा"
"miha","मीहा"
"mihir","मिहिर"
"mikel","माइकल"
"milan","मिलन"
"milap","मिलाप"
"mili","मिली"
"milkhi","मिलखी"
"mina","मीना"
"minakchi","मीनाक्ची"
"minakshi","मीनाक्षी"
"minaksi","मिनाक्षी"
"minakumari","मीनाकुमारी"
"minder","मिंडर"
"mini","मिनी"
"minka","मिंका"
"minkashi","मिनकाशी"
"minu","मिनू"
"mira","मीरा"
"mis","मिस"
"misbah","मिसबाह"
"mishbha","मिश्भा"
"mishrilaal","मिश्रीलाल"
"misri","मिस्री"
"miss","मिस"
"mitali","मिताली"
"mithalesh","मिथलेश"
"mithelash","मिथेलश"
"mithi","मीठी"
"mithilesh","मिथिलेश"
"mithlesh","मिथलेश"
"mitthu","मित्ठू"
"mittopuri","मित्तोपुरी"
"mjudi","एमजेडआई"
"mmta","एमएमटीए"
"mobarkar","मुबारकार"
"mobsheera","मोब्सहीरा"
"modh","मोध"
"mogan","मोगन"
"mogli","मोगली"
"moh","मोह"
"moh0","मोह"
"mohamad","मोहम्मद"
"mohammad","मोहम्मद"
"mohan","मोहन"
"mohani","मोहनी"
"mohar","मोहर"
"mohardi","मोहरदी"
"mohatter","मोहटर"
"mohd","मोहम्मद"
"mohinuddin","मोहिनुद्दीन"
"mohit","मोहित"
"mohmad","मोहम्मद"
"mohmed","मोहम्मद"
"mohmmad","मोहम्मद"
"mohsin","मोहसीन"
"mohsina","मोहसीना"
"moinuddin","मोईनुद्दीन"
"moka","मोका"
"mokida","मोकिडा"
"momin","मोमिन"
"momina","मोमिना"
"momita","मोमिता"
"mona","मोना"
"monam","मोनम"
"moni","मोनी"
"monika","मोनिका"
"monini","मोनिनी"
"monish","मोनीश"
